PRCSNAME,PRCSTYPE,OPRID,TSECONDS
DRILLDWN,nVision-Report,d.black,28.923412
DRILLDWN,nVision-Report,d.black,13.884936
DRILLDWN,nVision-Report,d.black,26.444791
NVSRUN,nVision-Report,l.bratton,58.912155
NVSRUN,nVision-Report,j.sadusky,152.136679
DRILLDWN,nVision-Report,l.bratton,28.366264
GL_JEDIT_0,Application Engine,m.elbeck,45.41592
GL_JEDIT_0,Application Engine,m.elbeck,45.064772
GL_JEDIT_0,Application Engine,m.elbeck,45.111466
GL_JEDIT_0,Application Engine,m.elbeck,30.037628
GLX7501,XML Publisher,m.elbeck,15.02696
DRILLDWN,nVision-Report,j.sadusky,26.363228
GLX7501,XML Publisher,m.elbeck,15.011263
NVSRUN,nVision-Report,m.elbeck,44.985892
NVSRUN,nVision-Report,j.sadusky,484.074091
GL_JEDIT_0,Application Engine,v.wester,45.062632
GL_JP,Application Engine,v.wester,15.055854
NVSRUN,nVision-Report,v.wester,51.153597
GL_JEDIT_0,Application Engine,d.black,91.228368
DRILLDWN,nVision-Report,j.sadusky,27.415282
GL_JP,Application Engine,d.black,15.791057
NVSRUN,nVision-Report,d.black,119.302636
DRILLDWN,nVision-Report,c.caezza,28.696856
GL_JEDIT_0,Application Engine,m.elbeck,30.315726
NVSRUN,nVision-Report,m.elbeck,41.658934
GL_JEDIT_0,Application Engine,b.grotegut,45.118929
DRILLDWN,nVision-Report,m.elbeck,27.588076
GL_JEDIT_0,Application Engine,k.baker,30.043607
GL_JP,Application Engine,k.baker,15.012718
GL_JEDIT_0,Application Engine,c.caezza,45.185415
GL_JP,Application Engine,c.caezza,14.820455
V_BILLTR,SQR Report,n.cdebaca,9.860628
ECIN0001,SQR Report,n.cdebaca,25.145727
AP_VCHRBLD,Application Engine,n.cdebaca,227.650369
DRILLDWN,nVision-Report,c.caezza,41.8114
VFSA0001,Application Engine,PSFINBATCH,15.028664
PRCSYSPURGE,Application Engine,PSFINSERV,45.449195
PSXP_DIRCLN,Application Engine,PSFINSERV,15.0607
PRCSSRVCLN,Application Engine,PSFINSERV,23.254876
PSXPARCHATTR,Application Engine,PSFINSERV,13.378425
PSXP_DIRCLN,Application Engine,PSFINSERV,10.795302
DRILLDWN,nVision-Report,c.caezza,25.90266
NVSRUN,nVision-Report,a.davis,56.429075
DRILLDWN,nVision-Report,a.davis,26.391412
EOP_PUBLISHF,Application Engine,v.jain,14.100113
PO_PORECON,Application Engine,PSFINBATCH,165.929887
PO_REQRCON,Application Engine,PSFINBATCH,15.022258
VFSA0002,Application Engine,PSFINBATCH,30.056683
EX_TRAN_PRCS,Application Engine,PSFINBATCH,90.183451
EX_EE_UPDATE,Application Engine,PSFINBATCH,15.016866
AP_VCHRBLD,Application Engine,PSFINBATCH,15.020008
AP_PSTVCHR,Application Engine,PSFINBATCH,105.154506
AP_PSTPYMNT,Application Engine,PSFINBATCH,30.051079
AM_DEPR_CALC,Application Engine,PSFINBATCH,15.043501
AP_MATCH,Application Engine,PSFINBATCH,210.837955
FS_JGEN,Application Engine,PSFINBATCH,135.493318
EX_EMPNOTIFY,Application Engine,PSFINBATCH,15.013042
VNDR_HST_UPD,Application Engine,PSFINBATCH,15.017242
VPOA0001,Application Engine,PSFINBATCH,15.018195
VCHR_APRV_AF,Application Engine,PSFINBATCH,150.293208
VPTA0001,Application Engine,PSFINBATCH,15.018228
PTSF_GENFEED,Application Engine,PSFINBATCH,346.625524
PTSF_GENFEED,Application Engine,PSFINBATCH,75.123371
PTSF_GENFEED,Application Engine,PSFINBATCH,90.127742
VFSA0001,Application Engine,PSFINBATCH,15.019474
VPOA0002,Application Engine,PSFINBATCH,15.017225
VGLA0001,Application Engine,NVBATCH,60.148062
RPTBOOK,nVision-ReportBook,NVBATCH,2857.274197
APY1090-,Crystal,PSFINBATCH,44.693989
APY1090-,Crystal,PSFINBATCH,19.784425
APY1090-,Crystal,PSFINBATCH,11.24758
APY1090-,Crystal,PSFINBATCH,11.903209
APY1090-,Crystal,PSFINBATCH,12.074828
RPTBOOK,nVision-ReportBook,NVBATCH,1101.356744
VAPA0004,Application Engine,PSFINBATCH,14.201481
VAPA0003,Application Engine,PSFINBATCH,15.002474
AP_VCHRBLD,Application Engine,PSFINBATCH,195.39084
VAPA0005,Application Engine,PSFINBATCH,15.017539
RPTBOOK,nVision-ReportBook,NVBATCH,103.226639
RPTBOOK,nVision-ReportBook,NVBATCH,1037.347383
VFSA0001,Application Engine,PSFINBATCH,15.053473
V_UPDSTG_EXP,Application Engine,k.andrews,14.139857
INPSSTGE,COBOL SQL,k.andrews,29.165674
INS3500,SQR Report,k.andrews,24.33085
INPPPTWY,COBOL SQL,k.andrews,14.639027
GL_JEDIT_0,Application Engine,COCONNOR,105.102347
PO_RECVPUSH,Application Engine,t.nowlin,14.998309
PO_RECVPUSH,Application Engine,t.nowlin,15.010112
FS_STREAMLN,Application Engine,j.baer,136.930278
VFSA0001,Application Engine,PSFINBATCH,12.916543
AP_MATCH,Application Engine,j.baer,15.015519
FS_STREAMLN,Application Engine,j.baer,90.165185
PO_RECVPUSH,Application Engine,r.johnson,15.000707
GL_JEDIT_0,Application Engine,c.caezza,45.073319
GL_JP,Application Engine,c.caezza,14.782425
NVSRUN,nVision-Report,t.chauvin,72.434756
NVSRUN,nVision-Report,t.chauvin,58.602177
DRILLDWN,nVision-Report,t.chauvin,72.620625
PV_AUTO_SRC,Application Engine,t.nowlin,90.106087
AP_MATCH,Application Engine,k.braase,151.538141
NVSRUN,nVision-Report,d.black,41.43124
POPO005,SQR Report,t.nowlin,40.354534
AP_PSTVCHR,Application Engine,k.braase,151.288133
NVSRUN,nVision-Report,l.cator,44.661941
NVSRUN,nVision-Report,d.black,136.071031
AP_PSTPYMNT,Application Engine,k.braase,30.048375
POPO005,SQR Process,t.nowlin,12.462982
AP_REVALUE,Application Engine,l.cator,63.279764
PO_PO_EMAIL,Application Engine,t.nowlin,15.224561
AP_PSTPYMNT,Application Engine,k.braase,15.015361
DRILLDWN,nVision-Report,m.sutton,41.269364
FS_JGEN,Application Engine,l.cator,136.423102
AP_APY2015,Application Engine,k.braase,89.974131
PO_RECVPUSH,Application Engine,r.johnson,15.986976
AP_EMAIL_ADV,Application Engine,k.braase,15.374231
APY2021-,Crystal Check,k.braase,6.617355
AP_APY2050,Application Engine,k.braase,15.008758
AP_APY2055,Application Engine,k.braase,15.01601
PO_RECVPUSH,Application Engine,r.johnson,15.248618
PO_RECVPUSH,Application Engine,r.johnson,15.015887
PO_RECVPUSH,Application Engine,r.johnson,15.02626
PO_RECVPUSH,Application Engine,r.johnson,16.014463
AP_APY2015,Application Engine,k.braase,61.178705
PO_RECVPUSH,Application Engine,r.johnson,15.013425
PO_RECVPUSH,Application Engine,r.johnson,15.018012
PORQ010,SQR Report,t.nowlin,10.166474
PO_RECVPUSH,Application Engine,r.johnson,15.030017
GL_JEDIT_0,Application Engine,v.santos,45.06607
GL_JP,Application Engine,v.santos,15.012215
GL_JEDIT_0,Application Engine,v.santos,31.066494
AP_APY2015,Application Engine,k.braase,30.081685
GL_JP,Application Engine,v.santos,15.015324
AP_APY2015,Application Engine,k.braase,46.117226
GL_JEDIT_0,Application Engine,d.black,46.107538
PORQ010,SQR Report,t.nowlin,12.92679
AP_APY2050,Application Engine,k.braase,15.055967
APY2021-,Crystal Check,k.braase,6.240735
GL_JP,Application Engine,d.black,15.060443
AP_APY2055,Application Engine,k.braase,15.024258
AP_APY2015,Application Engine,k.braase,45.339163
FS_STREAMLN,Application Engine,l.cator,15.035866
AP_EMAIL_ADV,Application Engine,k.braase,15.15375
NVSRUN,nVision-Report,v.santos,258.734171
FIN2025,SQR Process,k.braase,20.31181
FS_STREAMLN,Application Engine,l.cator,15.040832
GL_JEDIT_0,Application Engine,a.davis,30.046944
GL_JP,Application Engine,a.davis,15.072985
AP_APY2015,Application Engine,k.braase,46.141948
NVSRUN,nVision-Report,v.wester,34.499397
FS_STREAMLN,Application Engine,l.cator,15.02069
AP_APY2015,Application Engine,k.braase,15.12717
APY2021-,Crystal Check,k.braase,8.317481
NVSRUN,nVision-Report,l.bratton,28.813041
AP_APY2050,Application Engine,k.braase,15.012739
PO_RECVPUSH,Application Engine,r.johnson,15.001149
AP_APY2055,Application Engine,k.braase,15.088512
DRILLDWN,nVision-Report,v.wester,13.882739
PO_RECVPUSH,Application Engine,r.johnson,15.010625
GL_JEDIT_0,Application Engine,a.davis,31.064433
AP_APY2015,Application Engine,k.braase,61.188634
DRILLDWN,nVision-Report,v.wester,13.929826
GL_JEDIT_0,Application Engine,a.davis,30.022602
PO_RECVPUSH,Application Engine,r.johnson,15.009637
GL_JEDIT_0,Application Engine,a.davis,30.040577
FS_STREAMLN,Application Engine,l.cator,60.182567
AP_APY2015,Application Engine,k.braase,46.238059
PO_RECVPUSH,Application Engine,r.johnson,15.032216
GL_JP,Application Engine,a.davis,15.013953
AP_EMAIL_ADV,Application Engine,k.braase,233.122758
PO_RECVPUSH,Application Engine,r.johnson,15.02905
V_GL_HC_JRNL,Application Engine,v.wester,123.766283
PO_RECVPUSH,Application Engine,r.johnson,11.732587
GL_JEDIT_0,Application Engine,k.baker,78.338277
PO_RECVPUSH,Application Engine,r.johnson,15.746295
FIN2025,SQR Process,k.braase,27.141976
PO_RECVPUSH,Application Engine,r.johnson,15.071691
GL_JP,Application Engine,k.baker,15.03069
V_GL_HC_JRNL,Application Engine,v.wester,75.114679
IN_FUL_DPL,Application Engine,k.andrews,31.085594
V_GL_HC_JRNL,Application Engine,v.wester,47.214183
V_UPDSTG_EXP,Application Engine,k.andrews,15.031748
INPSSTGE,COBOL SQL,k.andrews,13.847116
V_UPDSTG_EXP,Application Engine,k.andrews,15.028533
INS3500,SQR Report,k.andrews,11.077567
INPPPTWY,COBOL SQL,k.andrews,14.699576
INPSSTGE,COBOL SQL,k.andrews,29.718918
GL_JEDIT_0,Application Engine,v.wester,45.046826
INS3500,SQR Report,k.andrews,13.37265
INPPPTWY,COBOL SQL,k.andrews,14.677195
GL_JEDIT_0,Application Engine,l.bratton,61.189855
DRILLDWN,nVision-Report,v.wester,42.809293
GL_JP,Application Engine,v.wester,14.887146
GL_JEDIT_0,Application Engine,d.black,45.093767
GL_JP,Application Engine,d.black,15.107328
GL_JP,Application Engine,l.bratton,15.004931
DRILLDWN,nVision-Report,d.black,26.55268
GL_JEDIT_0,Application Engine,a.davis,30.066473
GL_JP,Application Engine,a.davis,15.026525
GL_JEDIT_0,Application Engine,m.sutton,45.06414
FS_STREAMLN,Application Engine,tr.johnson,77.221208
FS_STREAMLN,Application Engine,tr.johnson,61.177566
NVSRUN,nVision-Report,m.sutton,182.283682
NVSRUN,nVision-Report,m.sutton,108.219838
PO_RECVPUSH,Application Engine,t.nowlin,15.01777
NVSRUN,nVision-Report,l.bratton,28.252559
AP_MATCH,Application Engine,tr.johnson,15.015817
AP_MATCH,Application Engine,tr.johnson,15.064553
V_GL_HC_JRNL,Application Engine,v.wester,31.084171
PO_RECVPUSH,Application Engine,r.johnson,15.034486
VFSA0001,Application Engine,PSFINBATCH,14.839779
PO_RECVPUSH,Application Engine,r.johnson,15.273911
PO_RECVPUSH,Application Engine,r.johnson,14.997155
GL_JEDIT_0,Application Engine,d.black,30.380289
GL_JP,Application Engine,d.black,14.838604
V_UPDSTG_EXP,Application Engine,k.andrews,15.029951
PO_RECVPUSH,Application Engine,r.johnson,15.021387
INPSSTGE,COBOL SQL,k.andrews,14.271564
NVSRUN,nVision-Report,a.davis,51.994163
INS3500,SQR Report,k.andrews,13.134891
INPPPTWY,COBOL SQL,k.andrews,14.69606
GL_JEDIT_0,Application Engine,v.wester,30.043705
GL_JP,Application Engine,v.wester,15.054221
DRILLDWN,nVision-Report,a.davis,26.577423
GL_JEDIT_0,Application Engine,v.wester,60.151248
GL_JP,Application Engine,v.wester,15.487845
GL_JEDIT_0,Application Engine,v.wester,30.021976
IN_FUL_DPL,Application Engine,k.andrews,30.056841
V_UPDSTG_EXP,Application Engine,k.andrews,15.009448
INPSSTGE,COBOL SQL,k.andrews,14.593366
INS3500,SQR Report,k.andrews,13.374031
INPPPTWY,COBOL SQL,k.andrews,14.677809
GL_JEDIT_0,Application Engine,v.santos,30.020292
GL_JP,Application Engine,v.santos,15.015835
GL_JP,Application Engine,v.wester,15.047061
V_UPDSTG_EXP,Application Engine,k.andrews,15.0132
INPSSTGE,COBOL SQL,k.andrews,14.289582
INS3500,SQR Report,k.andrews,12.487033
INPPPTWY,COBOL SQL,k.andrews,14.675643
GL_JEDIT_0,Application Engine,v.wester,15.015343
GL_JP,Application Engine,v.wester,15.016931
GL_JEDIT_0,Application Engine,v.santos,30.040453
GL_JP,Application Engine,v.santos,15.015466
GL_JEDIT_0,Application Engine,v.santos,30.436311
GL_JP,Application Engine,v.santos,15.203072
GL_JEDIT_0,Application Engine,m.sutton,60.108698
NVSRUN,nVision-Report,v.wester,41.233985
GL_JEDIT_0,Application Engine,v.santos,30.056745
GL_JP,Application Engine,v.santos,15.009814
NVSRUN,nVision-Report,v.wester,106.13098
GL_JEDIT_0,Application Engine,v.santos,30.040663
PO_RECVPUSH,Application Engine,r.johnson,15.012724
GL_JP,Application Engine,v.santos,15.011307
NVSRUN,nVision-Report,v.santos,237.21397
DRILLDWN,nVision-Report,v.wester,36.45361
NVSRUN,nVision-Report,v.santos,56.641651
DRILLDWN,nVision-Report,v.wester,22.849222
DRILLDWN,nVision-Report,v.wester,13.872287
NVSRUN,nVision-Report,m.benedict,449.789743
GL_JEDIT_0,Application Engine,v.wester,45.068426
GL_JP,Application Engine,v.wester,15.017535
DRILLDWN,nVision-Report,m.benedict,41.687789
NVSRUN,nVision-Report,s.golding,177.487177
GL_JEDIT_0,Application Engine,COCONNOR,105.304458
DRILLDWN,nVision-Report,s.golding,27.713704
PO_RECVPUSH,Application Engine,r.johnson,14.978976
GL_JEDIT_0,Application Engine,d.black,30.027161
GL_JP,Application Engine,d.black,15.112678
VPTA0001,Application Engine,PSFINBATCH,15.021027
VFSA0001,Application Engine,PSFINBATCH,15.00857
VPOA0002,Application Engine,PSFINBATCH,15.015332
PORQ010,SQR Report,r.bell,11.205637
PORQ010,SQR Report,r.bell,14.313205
DRILLDWN,nVision-Report,v.wester,23.85101
GL_JEDIT_0,Application Engine,d.robinson,29.800923
PORQ010,SQR Report,r.bell,11.011757
GLX7501,XML Publisher,d.robinson,15.143411
DRILLDWN,nVision-Report,v.wester,13.899969
GL_JEDIT_0,Application Engine,c.caezza,30.035881
GL_JRNL_COPY,Application Engine,c.stern,15.001885
GL_JP,Application Engine,d.robinson,15.011913
GL_JP,Application Engine,c.caezza,14.88521
GL_JEDIT_0,Application Engine,c.stern,30.049114
GL_JP,Application Engine,c.stern,15.019341
GL_JEDIT_0,Application Engine,v.wester,30.052077
GL_JP,Application Engine,v.wester,15.006893
NVSRUN,nVision-Report,d.robinson,164.089765
NVSRUN,nVision-Report,v.wester,43.808398
GL_JEDIT_0,Application Engine,b.grotegut,45.256104
DRILLDWN,nVision-Report,v.wester,24.179
DRILLDWN,nVision-Report,v.wester,13.855877
GL_JEDIT_0,Application Engine,b.grotegut,45.043212
DRILLDWN,nVision-Report,d.black,28.953962
GL_JEDIT_0,Application Engine,b.grotegut,45.057032
DRILLDWN,nVision-Report,v.wester,22.850284
GL_JEDIT_0,Application Engine,m.benedict,30.035303
GL_JEDIT_0,Application Engine,c.caezza,60.137572
GL_JP,Application Engine,c.stern,15.021958
DRILLDWN,nVision-Report,v.wester,23.670825
NVSRUN,nVision-Report,c.stern,26.303508
GL_JEDIT_0,Application Engine,v.wester,30.046506
GL_JEDIT_0,Application Engine,d.robinson,31.451589
DRILLDWN,nVision-Report,c.stern,28.9769
GL_JP,Application Engine,v.wester,13.993302
NVSRUN,nVision-Report,l.bratton,149.918756
GLX7501,XML Publisher,d.robinson,15.026368
NVSRUN,nVision-Report,v.wester,28.801721
DRILLDWN,nVision-Report,v.wester,13.768326
GL_JP,Application Engine,d.robinson,15.520392
NVSRUN,nVision-Report,d.robinson,41.820524
DRILLDWN,nVision-Report,d.robinson,28.942568
PO_RECVPUSH,Application Engine,r.bell,14.99509
PO_RECVPUSH,Application Engine,r.johnson,15.014012
PO_RECVPUSH,Application Engine,r.bell,15.009482
PO_RECVPUSH,Application Engine,r.johnson,15.014548
GL_JEDIT_0,Application Engine,c.caezza,45.057238
PO_RECVPUSH,Application Engine,r.bell,15.019223
GL_JP,Application Engine,c.caezza,15.008899
PO_RECVPUSH,Application Engine,r.johnson,15.924648
PO_RECVPUSH,Application Engine,r.johnson,15.123753
PO_RECVPUSH,Application Engine,r.bell,15.002463
PO_RECVPUSH,Application Engine,r.johnson,124.492648
NVSRUN,nVision-Report,v.wester,28.974477
NVSRUN,nVision-Report,l.bratton,121.112093
AP_MATCH,Application Engine,r.bell,105.869138
PO_RECVPUSH,Application Engine,r.bell,15.037409
GL_JEDIT_0,Application Engine,v.wester,30.0182
GL_JP,Application Engine,v.wester,15.038526
NVSRUN,nVision-Report,l.bratton,13.951245
NVSRUN,nVision-Report,v.wester,20.428061
PO_RECVPUSH,Application Engine,r.johnson,15.01469
DRILLDWN,nVision-Report,v.wester,28.784162
GL_JP,Application Engine,m.benedict,15.014008
DRILLDWN,nVision-Report,a.davis,26.578044
DRILLDWN,nVision-Report,a.davis,28.924621
DRILLDWN,nVision-Report,s.golding,13.850752
NVSRUN,nVision-Report,v.wester,174.253521
NVSRUN,nVision-Report,t.chauvin,193.555357
NVSRUN,nVision-Report,t.chauvin,210.17416
V_AM3000,SQR Report,e.kohli,232.701744
DRILLDWN,nVision-Report,v.wester,28.815292
GL_JEDIT_0,Application Engine,COCONNOR,75.100942
GL_JEDIT_0,Application Engine,d.black,30.047427
DRILLDWN,nVision-Report,v.wester,26.575285
GL_JP,Application Engine,d.black,15.043193
GL_JEDIT_0,Application Engine,c.caezza,30.042425
GL_JP,Application Engine,c.caezza,15.016193
DRILLDWN,nVision-Report,d.black,28.78581
GL_JEDIT_0,Application Engine,v.santos,31.307586
VFSA0001,Application Engine,PSFINBATCH,15.047747
DRILLDWN,nVision-Report,v.wester,26.160649
GL_JP,Application Engine,v.santos,15.008745
GL_JEDIT_0,Application Engine,c.caezza,45.04364
NVSRUN,nVision-Report,v.santos,53.879091
GL_JP,Application Engine,c.caezza,15.045152
GL_JEDIT_0,Application Engine,d.black,75.106861
GL_JP,Application Engine,d.black,15.268814
V_AM3100,SQR Report,e.kohli,633.547687
NVSRUN,nVision-Report,v.wester,162.163558
PSQUERY,Application Engine,d.robinson,300.467412
DRILLDWN,nVision-Report,v.wester,43.821158
DRILLDWN,nVision-Report,v.wester,57.013812
NVSRUN,nVision-Report,m.sutton,101.117693
NVSRUN,nVision-Report,c.caezza,43.018262
DRILLDWN,nVision-Report,c.caezza,28.943493
PV_AUTO_SRC,Application Engine,r.bell,75.113638
DRILLDWN,nVision-Report,m.sutton,27.081098
DRILLDWN,nVision-Report,m.sutton,13.731068
V_AM3200,SQR Report,e.kohli,42.933805
DRILLDWN,nVision-Report,d.black,29.148405
V_AM3200,SQR Report,e.kohli,12.832838
GL_JEDIT_0,Application Engine,m.elbeck,44.841272
V_AM3300,SQR Report,e.kohli,12.20679
V_AM3300,SQR Report,e.kohli,13.317182
DRILLDWN,nVision-Report,v.wester,26.461196
GL_JEDIT_0,Application Engine,m.elbeck,46.130241
GL_JEDIT_0,Application Engine,v.santos,29.902249
GL_JEDIT_0,Application Engine,m.elbeck,46.115068
GL_JP,Application Engine,v.santos,15.028765
NVSRUN,nVision-Report,m.elbeck,43.898267
POPO005,SQR Report,r.bell,4.255118
GL_JEDIT_0,Application Engine,v.santos,31.084567
V_AM3400,SQR Report,e.kohli,248.409088
GL_JP,Application Engine,v.santos,15.226079
NVSRUN,nVision-Report,v.santos,240.807765
NVSRUN,nVision-Report,v.santos,43.838423
DRILLDWN,nVision-Report,m.elbeck,14.021977
DRILLDWN,nVision-Report,d.black,13.932031
V_AM3400,SQR Report,e.kohli,900.764589
FS_ALLC,Application Engine,v.wester,15.013447
NVSRUN,nVision-Report,m.benedict,444.037197
DRILLDWN,nVision-Report,d.black,26.726276
NVSRUN,nVision-Report,v.wester,165.05061
DRILLDWN,nVision-Report,m.benedict,43.825472
DRILLDWN,nVision-Report,m.benedict,43.920137
GL_JEDIT_0,Application Engine,a.davis,61.203052
GL_JEDIT_0,Application Engine,v.wester,31.133602
POPO005,SQR Process,r.bell,13.066159
PO_PO_EMAIL,Application Engine,r.bell,15.012462
GL_JP,Application Engine,a.davis,15.005199
GL_JEDIT_0,Application Engine,k.baker,31.126029
GL_JP,Application Engine,v.wester,15.058248
GL_JP,Application Engine,k.baker,15.017965
NVSRUN,nVision-Report,m.benedict,272.09407
GL_JEDIT_0,Application Engine,a.davis,60.417785
GL_JEDIT_0,Application Engine,v.wester,30.040342
GL_JP,Application Engine,a.davis,15.030961
GL_JP,Application Engine,v.wester,15.01651
V_AM3400,SQR Report,e.kohli,209.907885
PORQ010,SQR Report,r.bell,11.628542
GL_JEDIT_0,Application Engine,j.walt,30.026571
GL_JP,Application Engine,j.walt,15.015653
GL_JEDIT_0,Application Engine,v.wester,30.041948
GL_JP,Application Engine,v.wester,15.030255
NVSRUN,nVision-Report,j.walt,42.467886
NVSRUN,nVision-Report,v.wester,151.080218
DRILLDWN,nVision-Report,j.walt,29.010158
PV_AUTO_SRC,Application Engine,r.bell,76.164888
GL_JEDIT_0,Application Engine,a.davis,30.031585
DRILLDWN,nVision-Report,m.sutton,44.037352
GL_JP,Application Engine,a.davis,15.043769
GL_JEDIT_0,Application Engine,d.robinson,31.132612
DRILLDWN,nVision-Report,m.sutton,29.994986
DRILLDWN,nVision-Report,m.sutton,28.974483
GLX7501,XML Publisher,d.robinson,15.013357
DRILLDWN,nVision-Report,v.wester,29.00807
DRILLDWN,nVision-Report,v.wester,29.003086
GL_JP,Application Engine,d.robinson,15.011017
GL_JEDIT_0,Application Engine,j.walt,30.036152
GL_JP,Application Engine,j.walt,15.015911
DRILLDWN,nVision-Report,v.wester,41.458499
GL_JEDIT_0,Application Engine,m.sutton,62.171151
POPO005,SQR Report,r.bell,12.373246
POPO005,SQR Process,r.bell,13.337571
PO_PO_EMAIL,Application Engine,r.bell,15.010566
DRILLDWN,nVision-Report,v.wester,27.027376
NVSRUN,nVision-Report,v.wester,13.92757
NVSRUN,nVision-Report,j.walt,119.251461
NVSRUN,nVision-Report,j.sadusky,331.882946
DRILLDWN,nVision-Report,j.walt,29.853021
DRILLDWN,nVision-Report,j.walt,29.748926
GL_JEDIT_0,Application Engine,a.davis,30.646494
GL_JP,Application Engine,a.davis,15.073843
DRILLDWN,nVision-Report,j.walt,43.421488
VFSA0001,Application Engine,PSFINBATCH,15.077965
NVSRUN,nVision-Report,d.black,162.857367
NVSRUN,nVision-Report,j.walt,43.973232
DRILLDWN,nVision-Report,j.walt,41.897535
GL_JEDIT_0,Application Engine,m.sutton,60.110618
GL_JEDIT_0,Application Engine,v.wester,46.091225
GL_JEDIT_0,Application Engine,m.elbeck,45.078928
DRILLDWN,nVision-Report,j.walt,71.590914
